id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1097382103483012872,泰国曼谷 市中心公寓，可观湄南河景，日式豪宅，交通便利,533060464,Pan,,Khlong Toei,13.718329980887194,100.57301225318342,Entire home/apt,1337,28,8,2024-08-23,1.33,9,53,8,
1097398549728786882,Centric St.Louis Sathorn,478056513,Jiratchaya,,Sathon,13.71575,100.52827,Entire home/apt,993,14,0,,,1,233,0,
1097412335344936571,Nia /peaceful,560407464,Qianwei,,Vadhana,13.713932104620532,100.59690174936848,Entire home/apt,1200,7,0,,,50,269,0,
1097416218439468956,Stay Inn Hauy kwang Bangkok,296460330,RoomQuest,,Huai Khwang,13.7771823,100.5759738,Private room,649,1,0,,,9,269,0,
1097435009918634396,Modern Suite - 750m from MRT Sutthisarn (203),563508035,Chavakarn,,Huai Khwang,13.790043309792589,100.58098457116397,Entire home/apt,995,2,10,2024-09-19,1.69,9,175,10,
1097525389144365287,night market  three swimmingpools,559552538,Tony,,Huai Khwang,13.755675590845694,100.56520848416406,Entire home/apt,2300,30,0,,,62,270,0,
1097526370758739717,Rama9 mrt/Night Market/three swim pools,560407464,Qianwei,,Din Daeng,13.7557,100.56464,Entire home/apt,2300,28,1,2024-09-06,1,50,270,1,
1097530391010969747,"Comfort 1 BR near MRT, Bangkok",117897406,Vitanya,,Pom Prap Sattru Phai,13.745482000000008,100.51127869140167,Entire home/apt,1443,1,2,2024-07-03,0.28,17,219,2,
1097541265596978124,Pruksa Ville Ramintra Bangkok TH,486141000,Walailak,,Bang Khen,13.8761994,100.6226691,Entire home/apt,2800,30,0,,,1,259,0,
1097556559319703186,i will update,131538729,Moonhyuk,,Khlong Toei,13.728958069584783,100.57111850080075,Entire home/apt,1500,1,0,,,1,263,0,
1101130550972186128,Viva la vida Hotel#4ppl#HuaiKhwangMRT#Downtown403,563157005,Chuenjit,,Huai Khwang,13.772377176470028,100.57723494303673,Private room,1610,1,0,,,12,157,0,
1101149758243336570,Sukhumvit Studio near Thonglor BTS and Rama IV Rd.,426441708,Piyathida,,Khlong Toei,13.71891,100.57368,Private room,880,90,0,,,7,177,0,
1101210937618794480,Rema Residence China Town (Twin Bed),546892766,Rema,,Pom Prap Sattru Phai,13.74054,100.51385,Private room,1343,1,1,2024-07-23,0.46,3,97,1,
1101221506232811034,Viva la vida Hotel#4ppl#HuaiKhwangMRT#Downtown203,563157005,Chuenjit,,Huai Khwang,13.77335,100.57868,Private room,1610,1,0,,,12,157,0,
1101255283636711364,2BR 4ppl/Surasak BTS Sathorn/ Wi-fi/ Pool/ Gym,201677068,Curry,,Sathon,13.70565,100.53267,Entire home/apt,1871,1,29,2024-08-28,4.31,222,360,29,
1101266179810179745,Rema Residence China Town (VIP),546892766,Rema,,Samphanthawong,13.74032,100.51231,Private room,1885,1,0,,,3,110,0,
1101272086965658674,Viva la vida Hotel#2ppl#Huai KhwangMRT#Downtown302,563157005,Chuenjit,,Huai Khwang,13.77333,100.57773,Private room,1561,1,0,,,12,157,0,
1101281496566940803,月租特惠/步行捷運100米/泳池健身房/樓下711餐廳,154463318,Dan,,Khlong San,13.71964314635965,100.50342234144146,Entire home/apt,1179,28,5,2024-09-07,0.82,45,95,5,
1101286646707947713,月租/步行捷運100米/泳池健身房/樓下711餐廳/市區,154463318,Dan,,Khlong San,13.72026742099656,100.50396691131263,Entire home/apt,903,28,6,2024-07-20,0.99,45,176,6,
1101287998698798495,步行捷運100米/泳池健身房/樓下711餐廳/月租特惠,154463318,Dan,,Khlong San,13.720633484083859,100.50278082489967,Entire home/apt,780,30,4,2024-05-20,0.63,45,270,4,
1101295434565352992,月租/步行天轨100米/泳池健身房/樓下711餐廳/市區,154463318,Dan,,Khlong San,13.721645887280078,100.50350514115556,Entire home/apt,1094,28,2,2024-05-17,0.35,45,270,2,
1101296494775867229,步行天轨100米/泳池健身房/樓下711餐廳/市區,154463318,Dan,,Khlong San,13.721587427281012,100.50306047680371,Entire home/apt,1300,14,11,2024-08-29,1.78,45,189,11,
1101341029731352470,"Spacious Apt for 4-7
#Ekkamai-Thonglor
24hrs CCTV",564437121,Jaruwan,,Suanluang,13.73967,100.6026,Entire home/apt,3500,5,0,,,1,348,0,
1101347078521383715,"1 Private BR, 2 mins Chinatown",117897406,Vitanya,,Pom Prap Sattru Phai,13.74174603229036,100.51114331999055,Entire home/apt,1143,1,13,2024-08-29,2.18,17,84,13,
1101365365114409921,s93 - the simple room,15643590,Kraivit,,Phra Khanong,13.69871969792215,100.60507524739464,Entire home/apt,900,30,2,2024-09-19,0.39,2,238,2,
1101385920716179755,90 sqm; Spacious Kitchen; 2 Bedroom at Thonglor,122824264,Antonio,,Vadhana,13.73735,100.58336,Entire home/apt,2782,15,7,2024-08-18,1.15,29,356,7,
1101405976097124699,More than Luxury next to BTS Thonglor,488977488,Steve,,Khlong Toei,13.72378,100.57742,Entire home/apt,3200,30,2,2024-07-31,0.68,13,248,2,
1101424024917730966,Supream Luxurious in Prime Bangkok,15699117,Pk,,Vadhana,13.74405,100.56075,Entire home/apt,4371,3,19,2024-09-24,2.85,13,138,19,
1101425321223317774,Terracotta House Sukhumvit ~ 2 mins walk to BTS,1407907,Nicha,,Phra Khanong,13.698752161090479,100.60736850402657,Entire home/apt,3704,1,19,2024-09-12,2.82,7,248,19,
1101544026728199942,曼谷中心Thong Lor顶级豪宅庄园泳池别墅summer villa 189,220669958,Summer,,Vadhana,13.742617128748474,100.57390965521336,Entire home/apt,25714,1,7,2024-09-15,1.02,4,236,7,
1101711689330812009,100m2#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4,178564839,Weeraya,,Vadhana,13.74736,100.55667,Entire home/apt,3711,1,13,2024-08-17,2.01,13,81,13,
1101739758683637812,rama9地区网红地标建筑,563053164,Sisi,,Huai Khwang,13.756226,100.5679618,Entire home/apt,1800,6,0,,,51,270,0,
1101746269460436347,NIA素坤逸地区新公寓,563053164,Sisi,,Vadhana,13.7155478,100.5985394,Entire home/apt,1300,7,0,,,51,269,0,
1101757374092130600,2 BR/piscine sur le toit /fitness/Wi-Fi/37 FL,564556597,Veronique,,Huai Khwang,13.74657000943312,100.57775656355552,Entire home/apt,1985,30,4,2024-08-27,0.71,4,86,4,
1101909472777677951,rama9 mrt/JODD FAIRS,560407464,Qianwei,,Huai Khwang,13.75064,100.59746,Entire home/apt,1100,30,0,,,50,269,0,
1101911315914556956,5Rama9 sky swimming3 pool3,559552538,Tony,,Huai Khwang,13.755949824043897,100.57546268621458,Entire home/apt,1200,30,0,,,62,269,0,
1101940254403700835,"L271 - Modern 1 BR with Sky Pool, Sukhumvit BTS!",123828822,Sara,,Khlong Toei,13.71144,100.59617,Entire home/apt,1450,20,3,2024-08-01,0.63,29,231,3,
1101962249506596888,"2-bedroom House with Garden, 20 mins to Airport!",543380404,Pavasorn,,Saphan Sung,13.7442025,100.6962419,Entire home/apt,1431,2,4,2024-07-26,0.66,1,266,4,
1102015098550294880,Mega Bangna CentralPlaza Bangna,559552538,Tony,,Suanluang,13.73207846474108,100.60581727517541,Entire home/apt,,1,0,,,62,270,0,
1102018768473421964,12F Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl,4385665,Yefeng,,Vadhana,13.738759560464981,100.56639052652308,Entire home/apt,4306,3,6,2024-08-27,0.92,36,90,6,
1102021801486404374,"Oliver s house 
The best house",559592932,Nattee,,Bang Khen,13.847911922805219,100.65181046983643,Entire home/apt,3096,1,10,2024-08-26,1.45,1,103,10,
1102045043247087305,18F Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl,4385665,Yefeng,,Vadhana,13.73832,100.56642,Entire home/apt,4289,3,4,2024-05-03,0.66,36,85,4,
1102083841436237608,曼谷/市中心/素坤逸高端公寓/房间很新/装修漂亮/ekkamai,509257406,Wanfah,,Khlong Toei,13.735175145067785,100.55722924153987,Entire home/apt,1680,7,0,,,58,270,0,
1102087987265131384,Rama9复式高端公寓/免费无边泳池健身房/近火车夜市/RCA,108455707,Pony,,Huai Khwang,13.755216302078326,100.58362562209368,Entire home/apt,1671,5,17,2024-08-15,2.51,5,59,17,
1102089027025536008,曼谷/市中心/素坤逸高端公寓/房间很新/装修漂亮/ekkamai,509257406,Wanfah,,Khlong Toei,13.73522,100.55867,Entire home/apt,1480,7,0,,,58,270,0,
1102098505484460987,曼谷/市中心/素坤逸高端公寓/房间很新/装修漂亮/onnut,509257406,Wanfah,,Vadhana,13.71499,100.59815,Entire home/apt,1380,7,0,,,58,269,0,
1102171447710011607,曼谷素坤逸奢华公寓/高层落地窗/无边泳池/楼下BTS站购物中心,41448815,帅超,,Phra Khanong,13.687909704737583,100.61211540239087,Entire home/apt,1370,15,8,2024-09-03,1.22,2,174,8,
1102222238604360094,Airy 50sqm - 180° Surrounding Pool - BTS Nana,62257044,Ludoping,,Vadhana,13.74117,100.55942,Entire home/apt,1500,20,4,2024-08-23,0.81,55,197,4,
1102236148099480478,Life asoke rama9,545809724,Zhongliang,,Din Daeng,13.757286567331969,100.55957630100447,Entire home/apt,2000,28,0,,,32,270,0,
1102241325598015077,Ekkamai后花园/sukhumvit,545809724,Zhongliang,,Khlong Toei,13.722263088525056,100.57915111173803,Entire home/apt,1500,5,0,,,32,269,0,
1102246007855635346,Ekkamai后花园/gate way,545809724,Zhongliang,,Khlong Toei,13.72189,100.57959,Entire home/apt,1600,5,0,,,32,270,0,
1102429287991179900,rama9 mrt/Central Rama 9,560407464,Qianwei,,Huai Khwang,13.75781,100.56881,Entire home/apt,1500,4,1,2024-04-02,0.17,50,270,1,
1102490840856396354,Viva la vida Hotel#2ppl#Huai KhwangMRT#Downtown402,563157005,Chuenjit,,Huai Khwang,13.7729399,100.5783095,Private room,1532,1,3,2024-05-11,0.59,12,157,3,
1102504397087840731,Viva la vida Hotel#2ppl#Huai KhwangMRT#Downtown502,563157005,Chuenjit,,Huai Khwang,13.77294,100.57831,Private room,1532,1,2,2024-08-16,1.46,12,157,2,
1102506166385499057,Viva la vida Hotel#HuaiKhwangMRT#King(Wide) bed401,563157005,Chuenjit,,Huai Khwang,13.7729399,100.5783095,Private room,1561,1,0,,,12,177,0,
1102508207996136925,VivalavidaHotel#HuaiKhwang MRT#King(Wide) bed501,563157005,Chuenjit,,Huai Khwang,13.774112797890943,100.57853367380878,Private room,1561,1,0,,,12,177,0,
1102510950776462859,Viva la vida Hotel#Huai KhwangMRT#2 Single201,563157005,Chuenjit,,Huai Khwang,13.7729399,100.5783095,Private room,1646,1,0,,,12,177,0,
1102569049431946746,นอนสบาย Ideo o2 Bangna,272360035,Bussaba,,Bang Na,13.671623233473465,100.60290902853012,Private room,,6,0,,,1,0,0,
1102577199298479440,luxury rich community/城市景观/近BTS,139189243,Hana,,Khlong San,13.72137,100.49611,Entire home/apt,716,28,4,2024-06-27,0.62,72,182,4,
1102597674938925164,53-Ideo-辉煌rama9一室一厅无边泳池夜市尚泰mrt,479841137,季,,Huai Khwang,13.75426,100.56814,Entire home/apt,960,28,2,2024-05-30,0.34,26,159,2,
1102640760097040945,月租特惠/近Bts步行2分钟/近是隆/可提前入住/泳池,154463318,Dan,,Khlong San,13.721,100.50389,Entire home/apt,979,25,4,2024-08-31,0.76,45,270,4,
1102641525140343731,*Airy Scandi studio (Lumpini park + Netflix)*,9088749,Natalie,,Parthum Wan,13.739555677957306,100.539831194011,Entire home/apt,1493,7,8,2024-08-09,1.22,17,210,8,
1102643858401649115,300m BTS Ekkamai/sky Pool/Ekkamai Bus Station,89842781,Kun,,Khlong Toei,13.716267090622638,100.58577489627247,Entire home/apt,2071,1,54,2024-09-19,7.79,6,118,54,
1102645684655752498,一卧公寓/沙发床/暹罗天地附近/近湄南河/可以做饭/泳池健身房,315766536,ICe,,Khlong San,13.72049770941688,100.49435326797864,Entire home/apt,900,30,5,2024-05-06,0.80,38,270,5,
1102658446057077117,沙发床/可以做饭/单间公寓/暹罗天地/Bts/711/近湄南河,315766536,ICe,,Thon buri,13.71961299283501,100.49226153399495,Entire home/apt,1100,30,3,2024-06-08,0.51,38,270,3,
1102681158056173200,拥有绝美夜间的无边泳池Life公寓,563053164,Sisi,,Huai Khwang,13.7542289,100.5843957,Entire home/apt,2200,28,0,,,51,269,0,
1102687500816924841,Cozy room/luxury/Ekkamai/BTS/Mall/City Central,510890751,Angelina,,Khlong Toei,13.713736507755875,100.58205417389982,Entire home/apt,1500,1,22,2024-09-24,3.37,39,356,22,
1102688122672189815,one小高层2房公寓 满足家庭入住,563053164,Sisi,,Huai Khwang,13.75619,100.56827,Entire home/apt,3600,6,1,2024-04-12,0.18,51,269,1,
1102691535576973828,FYNN闹中取静的小型公寓,563053164,Sisi,,Khlong Toei,13.7355803,100.5569722,Entire home/apt,2500,7,0,,,51,270,0,
1102695168245794711,Fynn城市中的森林氧吧,563053164,Sisi,,Khlong Toei,13.73604,100.55751,Entire home/apt,2500,7,0,,,51,270,0,
1102709978722368256,市区独栋带停车位/4卧/主卧带浴缸/携带宠物,154463318,Dan,,Vadhana,13.73044,100.5936,Entire home/apt,5600,3,1,2024-04-16,0.18,45,270,1,
1102731138935175596,s95 - the local shophouse,15643590,Kraivit,,Phra Khanong,13.69956531275569,100.606149959481,Entire home/apt,1500,2,1,2024-04-16,0.18,2,347,1,
1102740588422839305,NOBLE度假风格的城市公寓,563053164,Sisi,,Khlong Toei,13.7172525,100.5833557,Entire home/apt,1200,5,1,2024-07-09,0.38,51,187,1,
1102752502971194177,NIA小户型studio,563053164,Sisi,,Vadhana,13.714433280349644,100.59818405717004,Entire home/apt,1100,7,0,,,51,269,0,
1102761602140178144,JODD新火车头夜市后面的公寓,563053164,Sisi,,Huai Khwang,13.755979659455818,100.56904390129912,Entire home/apt,3200,6,1,2024-04-05,0.17,51,270,1,
1102771591056566078,House/Phromphong/King Bed/2Bathtubs/WiFi/Parking,491624121,Belle,,Vadhana,13.73332,100.57557,Entire home/apt,3700,1,8,2024-07-26,1.28,4,142,8,
1102782813188500872,曼谷市中心高档公寓，无边泳池，暹罗广场豪华大面积转角套房,551942366,Tony,,Ratchathewi,13.761261034400366,100.5280638683853,Entire home/apt,1400,25,0,,,2,359,0,
1102888511573717397,月租/bts13min/免费泳池/免费Netflix/曼谷市中心/Nana/Asok/韩国城,557767244,舍,,Vadhana,13.746959803597363,100.5580981343933,Entire home/apt,1550,28,4,2024-06-28,0.62,11,75,4,
1102933392890045752,S71-372 one bedroom high floor good view gym pool,527749381,Yin,,Vadhana,13.719503273775207,100.60102108865976,Entire home/apt,1855,3,0,,,32,267,0,
1103214594334427089,Rama9 mrt/Night Market,560407464,Qianwei,,Huai Khwang,13.75591,100.56771,Entire home/apt,,4,6,2024-08-25,0.97,50,173,6,
1103222015672217719,Artist House with Yoga/Photo studio,399111969,Vincent,,Vadhana,13.73248,100.5961,Entire home/apt,2000,2,2,2024-06-15,0.31,3,269,2,
1103241107899055225,Life无边泳池网红公寓,563053164,Sisi,,Din Daeng,13.75722389687616,100.56030354649022,Entire home/apt,1300,28,0,,,51,270,0,
1103247520170080488,很棒的公寓住宅/近BTS/近icon siam商圈/豪华公寓,139189243,Hana,,Khlong San,13.7220351,100.4955816,Entire home/apt,750,30,5,2024-09-16,0.78,72,183,5,
1103261812663940616,bts步行2分鐘/泳池健身房/月租特惠,154463318,Dan,,Khlong San,13.720859165969134,100.50395657830077,Entire home/apt,1600,10,1,2024-08-09,0.63,45,239,1,
1103265690354557310,wongwianyai/bts100米/泳池健身房,154463318,Dan,,Khlong San,13.721409369040831,100.5022554874301,Entire home/apt,1000,28,2,2024-07-31,0.64,45,113,2,
1103274815784295017,"2 bedroom balcony @omni tower, nana",492013885,Sreejesh,,Khlong Toei,13.738639005943776,100.55339056721915,Entire home/apt,3967,1,0,,,34,60,0,
1103287698604811543,"2 bed room Condo nearby 
BKK Airport / Food mall",532354981,Achi,,Lat Krabang,13.736546416496832,100.74545703828335,Entire home/apt,1200,1,35,2024-09-17,5.68,2,234,35,
1103289600163375486,Cozy 2 bedrooms/high floor,230389375,Parada,,Bang Na,13.6793732412408,100.61585672199726,Entire home/apt,1300,30,0,,,4,173,0,
1103295164993742065,"2 Bedroom Apartment @OMNI TOWER, Nana",541330060,Deepna,,Khlong Toei,13.738093545675598,100.5541372918558,Entire home/apt,3582,1,1,2024-08-22,0.86,4,60,1,
1103310997761664826,Spacious 1BR Condo In Sukhumvit!,70804658,Jinda,,Khlong Toei,13.705151393069604,100.59140905710305,Entire home/apt,819,1,7,2024-09-18,1.02,1,78,7,
1100599479043405164,Spacious apartment with pool and two balconies,147764411,David,,Sathon,13.711805965306063,100.54041738783695,Entire home/apt,1200,7,0,,,1,362,0,
1100611177631515634,Luxury 2Bedrooms Condo Checkin24h Infinity Pool360,251620538,Ely,,Huai Khwang,13.746223016234467,100.57674676179886,Entire home/apt,4100,3,25,2024-09-05,3.64,12,104,25,
1100636156697250672,Perfect location#2BR# Pool#Gym@BTS/MRT&Max5ppl,165396231,Jocelle,,Vadhana,13.737761826748132,100.56567866426863,Entire home/apt,4006,3,14,2024-08-24,2.26,2,67,14,
1100644448093811470,sukhumvit36  BTS Thonglor Swim Gym,179336488,Jc,,Khlong Toei,13.72308,100.5777,Entire home/apt,1166,5,6,2024-08-26,1.20,32,62,6,
1100652969568075038,Park Hotel Bangkok,493412920,Alice,,Ratchathewi,13.7540269,100.5424572,Private room,2600,1,0,,,173,270,0,
1100685052674127042,2Bedrooms Luxury Condo Checkin24h Infinity Pool360,251620538,Ely,,Huai Khwang,13.745733915312371,100.57582041334159,Entire home/apt,4086,3,28,2024-08-31,4.14,12,82,28,
1100722707679282625,Luxury-Loft Duplex. 5 mins to BTS. Fast Wi-Fi,482449714,Carl,,Khlong Toei,13.70907,100.59761,Entire home/apt,1400,28,11,2024-07-30,1.88,31,256,11,
1100738467973515488,Perfect location# Pool#Gym@BTS/MRT&Max3ppl,508348937,村上,,Vadhana,13.73945,100.56572,Entire home/apt,2364,3,7,2024-09-08,1.08,51,90,7,
1100791906890770401,Perfect location# Pool #Gym@BTS/MRT&Max3ppl,508348937,村上,,Vadhana,13.7393,100.56588,Entire home/apt,2298,3,4,2024-06-23,0.60,51,90,4,
1100816351438006148,130m2&3BR#Perfect locati# Pool#Gym@BTS/MRT&Max5ppl,508348937,村上,,Vadhana,13.73929829724503,100.56551047774542,Entire home/apt,4878,3,14,2024-09-05,2.08,51,68,14,
1100973726467471156,"Studio room, China town 7 min by walk",73178661,Rak,,Pom Prap Sattru Phai,13.74153,100.51488,Entire home/apt,890,1,2,2024-05-16,0.37,3,339,2,
1101004325976082036,BTS Asoke: 3 bed / 2 bath 7 ppl,180473956,Abe,,Khlong Toei,13.73626,100.55738,Entire home/apt,2283,2,20,2024-09-23,3.26,13,219,20,
1101027415700022970,New Wewash Laksi3 Fan roon near DMK airport,151197094,Sirima,,Lak Si,13.9026777,100.5791741,Entire home/apt,371,1,1,2024-04-03,0.17,2,364,1,
1101059213262426168,"Entire apartment airport 10 mins, in Lat krabang",273701410,Jirayu,,Lat Krabang,13.721729789179356,100.73333045396727,Private room,761,1,4,2024-06-08,0.84,3,258,4,
1101072731898004326,素坤逸核心富人区高端公寓，闹中取静，奢华配套，周围众多米其林餐厅,94899359,Renee,,Vadhana,13.729852489491334,100.58447990566492,Entire home/apt,1480,28,0,,,14,90,0,
1101082958039898045,Viva la vida Hotel#4ppl#Huai KhwangMRT#Downtown303,563157005,Chuenjit,,Huai Khwang,13.7729399,100.5783095,Private room,1610,1,1,2024-04-26,0.20,12,157,1,
1101099187616609861,Asoke/Korean Town,560407464,Qianwei,,Khlong Toei,13.736599246431773,100.55783031483081,Entire home/apt,2500,5,0,,,50,270,0,
1101116687287276602,Songphra Studio  Women's Apt. 14,8663142,ISanook,,Bang Rak,13.733358370732958,100.52260867984168,Private room,,30,0,,,56,266,0,
1106478941646413844,Sirin  Home.,565529451,Sirinprapha,,Khlong Toei,13.7186843,100.5761786,Private room,650,1,1,2024-04-24,0.19,2,270,1,
1106481379384095439,Luxury & Romantic in Prime Bangkok,110777021,Rose,,Vadhana,13.74311,100.56236,Entire home/apt,4590,4,3,2024-09-06,0.62,5,126,3,
1106494916965057980,轻奢公寓-贵妇商圈-网红水母酒吧-泳池-轻轨站-免费接机,565445624,Samnao,,Khlong Toei,13.714577379093447,100.58657363399756,Entire home/apt,2200,1,1,2024-04-15,0.18,2,271,1,
1106520350440589572,Asoke 两房两卫65平靠近bts 和 MRT300米免费接机,565445624,Samnao,,Vadhana,13.74280001285259,100.56055751338533,Entire home/apt,4400,1,0,,,2,271,0,
1106578871181445550,Peaceful 2BR Apt Makkasan Airlink-Nana BTS 75 SQM,518882054,Matt,,Ratchathewi,13.749362918658381,100.55589630399075,Entire home/apt,2569,2,23,2024-09-16,3.47,2,129,23,
1106580718437224292,Very quiet room in red light area and close to BTS,470287000,JohnNature,,Khlong Toei,13.73733,100.55329,Entire home/apt,1300,4,3,2024-09-10,0.48,8,262,3,
1106826880733303462,Quiet room in big house with office & friends,461783326,Jules,,Vadhana,13.74245,100.57966,Private room,899,1,3,2024-08-28,0.95,3,269,3,
1106834382795640047,靠近暹罗天地 曼谷星河湾Chapter 河畔公寓紧邻暹罗天地设施配套湄南河夜景,554369808,苏珊,,Khlong San,13.71437,100.50364,Entire home/apt,1500,30,0,,,10,60,0,
1106853417539091446,Rama9/MRT/nigjtmarket,559552538,Tony,,Huai Khwang,13.755091240157082,100.56912598239056,Entire home/apt,1500,7,0,,,62,270,0,
1106858824406087623,UTD Apartment Sukhumvit #715,12884020,Yair,,Suanluang,13.710208837405235,100.60739964911527,Entire home/apt,879,28,0,,,17,269,0,
1106859133817967900,NordicZen View Studio (Bathtub +Netflix + Park),9088749,Natalie,,Parthum Wan,13.7401181,100.5407062,Entire home/apt,1490,12,2,2024-08-19,1.18,17,170,2,
1106860318326918786,UTD Apartment Sukhumvit #716,12884020,Yair,,Suanluang,13.710129538902665,100.60740961155894,Entire home/apt,879,28,0,,,17,269,0,
1106899054310235368,全新Rama9 复式公寓/免费泳池健身房/近RCA/新火车夜市,108455707,Pony,,Huai Khwang,13.755174620799647,100.58369468897581,Entire home/apt,1406,14,6,2024-07-27,1.00,5,54,6,
1106935862157082026,Bangkok Horizon Ramkhamhaeng,275075752,Gawiwat,,Saphan Sung,13.77794402435807,100.67414313554764,Private room,560,1,0,,,1,269,0,
1106943583715765625,Pool&BTS Nana&MRT Sukhumvit&Max2ppl,508348937,村上,,Vadhana,13.74817,100.55717,Entire home/apt,2129,1,12,2024-08-16,1.89,51,87,12,
1106945535963984862,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,314945555,Nana,,Phra Khanong,13.70254,100.60505,Entire home/apt,1979,1,0,,,72,364,0,
1106999880580795560,Thonglor Phrom Phong Luxury Duplex sleeps up to 6,77453810,Tracey,,Khlong Toei,13.7261999,100.5752192,Entire home/apt,4786,1,0,,,26,271,0,
1107034069230368743,Pool&BTS Nana&MRT Sukhumvit&Max2ppl,508348937,村上,,Ratchathewi,13.748880827743,100.55514972189499,Entire home/apt,2047,1,12,2024-08-08,1.94,51,91,12,
1107060563475958031,LGBT友好｜健身泳池同层｜近Onnut BTS｜ 直达四面佛/Central World/Siam,518684045,A.Lin,,Suanluang,13.71146786755235,100.604597479105,Entire home/apt,799,21,4,2024-08-15,0.89,4,34,4,
1107096389671331624,Cosy suite near Prakanong BTS,179385375,Nutty,,Vadhana,13.71218417249985,100.60141049751101,Entire home/apt,993,7,7,2024-08-15,1.16,2,237,7,
1107138883184132679,City Center Thonglor Bts 200m Checkin24h Gym&Pool,251620538,Ely,,Khlong Toei,13.722121574685453,100.5761334145641,Entire home/apt,1650,3,18,2024-09-03,2.87,12,113,18,
1107147554427779317,Modern Luxury 2 Bedrooms at BTS Nana on 30 Floor,504794268,Athit,,Vadhana,13.743571042395123,100.55649574846029,Entire home/apt,2774,3,27,2024-09-25,4.07,2,77,27,
1107160496249652305,Skyline One Bedroom Suite/64sq.m,248120375,Patinee,,Sathon,13.716386005581729,100.53161202209013,Private room,,1,0,,,3,270,0,
1107173118794490300,Skyline One Bedroom Suite/64sq.m,248120375,Patinee,,Sathon,13.716388825789055,100.53162209062957,Private room,,1,0,,,3,270,0,
1107181983115445835,ห้องพักสวย ใกล้สนามบินสุวรรณภูมิ,565678413,Alongkorn,,Min Buri,13.81083479012433,100.7321646809578,Private room,559,1,0,,,1,365,0,
1107203954752484353,New house Renovate 2023,30019239,Ommi,,Lak Si,13.877747128350938,100.55173232924334,Entire home/apt,832,3,0,,,1,269,0,
1107212877947668046,Cityscape/Overlooking Pool/5mins Bts/ Ekkamai,19213283,W,,Khlong Toei,13.721227,100.5798365,Entire home/apt,1531,2,21,2024-08-26,3.39,15,142,21,
1107253714580932913,Unique 3BR Condo for 4-6pax CityView 1 min to BTS,544081162,Nampung,,Khlong San,13.721891865824496,100.49644507465318,Entire home/apt,,30,3,2024-07-23,0.48,1,0,3,
1107272030233731985,城市蜗居oka,563053164,Sisi,,Khlong Toei,13.715283118579423,100.57566697697415,Entire home/apt,1500,6,1,2024-04-12,0.18,51,269,1,
1107377416574652723,condo in Bang Sue,179078251,Thanawat,,Bang Sue,13.806801111882706,100.53002981331964,Private room,781,14,3,2024-08-31,0.55,1,56,3,
1107575762754698953,1-bedroom BTS Wongwienyai (8824313),466002160,Kongkiat,,Khlong San,13.71993,100.49608,Entire home/apt,1100,28,4,2024-09-08,0.94,6,108,4,
1107588140760299775,No.41sathorn One Bedroom 30楼500兆Wi-Fi泳池gym,205008955,Moon,,Bang Kho laen,13.69950158603533,100.5169794538719,Entire home/apt,750,28,2,2024-08-25,0.45,42,239,2,
1107619847325322176,Phrompong Cosy Stay | Nice pool,17505666,Urban Getaway Thailand,,Vadhana,13.728532081490094,100.57555712302812,Entire home/apt,3000,18,1,2024-07-29,0.51,24,157,1,
1107632418375814783,S7-新房源优惠中 临近捷运公寓 步行3分钟 家高楼层 景观好 中文房东,253787977,Selina,,Khlong Toei,13.718372383880828,100.58425931144411,Entire home/apt,1591,1,9,2024-09-14,1.68,63,219,9,
1107648555677087899,S7- 全新优惠 曼谷市中心 一室一厅公寓/无边泳池/gateway 商场 /BTS Ekkamai,253787977,Selina,,Khlong Toei,13.716279453662773,100.58373826308805,Entire home/apt,1591,1,3,2024-08-19,0.48,63,219,3,
1107649429030013891,Elegant Standard Room @ The Box Residence,461147293,Zoey,,Thawi Watthana,13.78887909230642,100.33397098608991,Private room,1679,1,0,,,23,259,0,
1107650454607768628,曼谷市中心Huai khwang舒适公寓/配套齐全/泳池/桑拿/健身房/9F,227771817,MeetU,,Huai Khwang,13.7669384,100.5802218,Entire home/apt,1000,2,6,2024-09-11,1.88,106,264,6,
1107651471662139269,Exclusive Suite Experience @ The Box Residence,461147293,Zoey,,Thawi Watthana,13.7899,100.33324,Private room,2864,1,0,,,23,256,0,
1107655024139306794,S7-新房源优惠中 Sukhumvit new condo Good view high floor,253787977,Selina,,Khlong Toei,13.71601,100.58393,Entire home/apt,1591,1,6,2024-07-17,1.08,63,219,6,
1107661787407446414,UTD Apartment on nut soi 8-715,548623102,Yair,,Suanluang,13.710178229385157,100.60731868770657,Entire home/apt,879,28,0,,,9,269,0,
1107664205483384738,UTD Apartment on nut soi 8-716,548623102,Yair,,Suanluang,13.710195645247582,100.60735803906213,Entire home/apt,879,28,0,,,9,269,0,
1107667050636779035,曼谷市中心Huai khwang舒适公寓/配套齐全/泳池/桑拿/健身房/9F,227771817,MeetU,,Huai Khwang,13.76671,100.58408,Entire home/apt,914,3,2,2024-04-16,0.36,106,266,2,
